V1,V2,V3E4,ESTACK,H2OAINE2,H2OCINE2,H2OAOUTE2,H2OCOUT ,WFH2 ,MFH2,EACTE1,EOHME3,EFFLHVE1,EFFHHVE1,SPECPOW2,TCELL,VH2,PURITYE2,SYSPOW
15526.5306,127.923977,3.75,386.212971,7.8035592,7.4998486,7.8035592,66.5290177,133.882317,66.4138325,4.48830368,37.48675,7.46280183,8.82062421,160740.617,74.3238924,1547.21958,73.9600851,5996.54742
15526.5306,127.923977,5,387.682716,6.857845,7.4934062,6.857845,66.5453358,133.915364,66.4302258,4.48692646,44.058434,7.43450964,8.78718439,161352.319,74.3775893,1547.74304,73.9136381,6019.36741
15526.5306,127.923977,6.25,389.149688,6.2890186,7.4875476,6.2890186,66.5551327,133.935265,66.4400983,4.48552017,50.62216,7.40648394,8.75405954,161962.867,74.4317064,1548.11607,73.8667808,6042.14434
15526.5306,127.923977,7.5,390.614417,5.9087762,7.4819889,5.9087762,66.5616668,133.94859,66.4467083,4.48410012,57.178089,7.37871109,8.72123355,162572.481,74.4860101,1548.41393,73.8197175,6064.88646
15526.5306,134.502924,2.5,384.105293,9.9525377,7.9464792,9.9525377,66.4963869,133.802821,66.3743978,4.46553707,30.47636,7.50375195,8.86902502,159863.41,74.1778978,1546.01009,74.0557607,5963.82254
15526.5306,134.502924,3.75,385.582314,8.0571003,7.9382743,8.0571003,66.5289975,133.86871,66.4070826,4.4642937,37.061107,7.47500795,8.83505118,160478.14,74.2279709,1546.90275,74.0125339,5986.75551
15526.5306,134.502924,5,387.055117,7.1070419,7.9317153,7.1070419,66.5453194,133.901765,66.4234802,4.46297726,43.637845,7.44656447,8.80143254,161091.115,74.2791518,1547.41931,73.9683019,6009.62299
15526.5306,134.502924,6.25,388.525245,6.5356032,7.9257766,6.5356032,66.5551183,133.921672,66.4333554,4.46163244,50.206985,7.4183877,8.76812913,161702.977,74.3307493,1547.78538,73.9236672,6032.44894
15526.5306,134.502924,7.5,389.993206,6.1536086,7.920145,6.1536086,66.5616534,133.935001,66.4399671,4.46027383,56.768668,7.39046444,8.73512537,162313.936,74.3825454,1548.07625,73.8788199,6055.24124
15526.5306,141.081871,2.5,383.517512,10.2122749,8.3851861,10.2122749,66.4963641,133.789206,66.3676439,4.44310122,30.090748,7.51525223,8.88261772,159618.777,74.0946219,1545.718,74.1001918,5954.69635
15526.5306,141.081871,3.75,384.997144,8.3090025,8.376792,8.3090025,66.5289809,133.855108,66.4003354,4.44191096,36.6796,7.48636934,8.84847973,160234.597,74.1424494,1546.6046,74.0589342,5977.66995
15526.5306,141.081871,5,386.472642,7.3550179,8.3701289,7.3550179,66.5453061,133.888172,66.416737,4.44064825,43.260778,7.45778758,8.81469764,160848.691,74.1914138,1547.11512,74.0166505,6000.5792
15526.5306,141.081871,6.25,387.945622,6.7812131,8.3641028,6.7812131,66.5551065,133.908083,66.4266142,4.4393598,49.834712,7.42947135,8.78122941,161461.74,74.2407166,1547.47487,73.9740354,6023.44944
15526.5306,141.081871,7.5,389.416532,6.3976373,8.358406,6.3976373,66.5616425,133.921414,66.4332272,4.43805832,56.401519,7.40140869,8.74806087,162073.927,74.2901991,1547.75934,73.9312277,6046.28753
15526.5306,147.660819,2.5,382.970487,10.4698671,8.8239683,10.4698671,66.4963464,133.7756,66.3608944,4.42213243,29.743283,7.52598682,8.89530543,159391.107,74.0200889,1545.44139,74.1396081,5946.20295
15526.5306,147.660819,3.75,384.452444,8.5594786,8.8153919,8.5594786,66.5289686,133.841514,66.393592,4.42098973,36.335757,7.49697628,8.86101654,160007.892,74.0659105,1546.3226,74.1001066,5969.21257
15526.5306,147.660819,5,385.930474,7.6019299,8.8086153,7.6019299,66.5452956,133.874582,66.4099957,4.41977906,42.920917,7.46826452,8.82708082,160623.043,74.1127507,1546.82733,74.0596853,5992.16122
15526.5306,147.660819,6.25,387.406042,7.0259815,8.8025149,7.0259815,66.5550971,133.894497,66.4198745,4.41854243,49.499122,7.43981912,8.79345991,161237.169,74.1599568,1547.18133,74.0189121,6015.07164
15526.5306,147.660819,7.5,388.879611,6.64097,8.7967562,6.64097,66.5616337,133.90783,66.4264887,4.41729302,56.07049,7.41162768,8.76013916,161850.463,74.2073432,1547.46003,73.9779487,6037.95104
15526.5306,154.239766,2.5,382.460024,10.7255924,9.2628123,10.7255924,66.4963331,133.762002,66.3541489,4.40249034,29.42866,7.53603163,8.90717784,159178.654,73.9530163,1545.17785,74.1747831,5938.27723
15526.5306,154.239766,3.75,383.944125,8.8087135,9.2540477,8.8087135,66.5289591,133.827924,66.3868506,4.40139232,36.024374,7.50690182,8.87274799,159796.332,73.9969668,1546.05402,74.136917,5961.32015
15526.5306,154.239766,5,385.424429,7.8479208,9.2471767,7.8479208,66.5452877,133.860997,66.4032564,4.40022868,42.613077,7.47807,8.83867035,160412.429,74.0418944,1546.55356,74.09817,5984.30411
15526.5306,154.239766,6.25,386.902341,7.2700166,9.2410029,7.2700166,66.5550899,133.880914,66.4131365,4.39903946,49.195098,7.44950485,8.80490791,161027.531,74.0871924,1546.90235,74.0590702,6007.25094
15526.5306,154.239766,7.5,388.378357,6.8836948,9.2351816,6.8836948,66.5616269,133.894248,66.4197514,4.3978387,55.770568,7.42119336,8.77144527,161641.843,74.1326337,1547.17571,74.0198151,6030.16831
15526.5306,160.818713,2.5,381.982466,10.9796829,9.7017133,10.9796829,66.4963236,133.74841,66.3474068,4.38405106,29.142494,7.54545323,8.91831365,158979.896,73.8923952,1544.92553,74.2063103,5930.86242
15526.5306,160.818713,3.75,383.468514,9.0568722,9.6927796,9.0568722,66.5289523,133.814339,66.3801116,4.38299401,35.741103,7.51621251,8.88375272,159598.384,73.9346362,1545.79711,74.169936,5953.93557
15526.5306,160.818713,5,384.950861,8.0931119,9.6857967,8.0931119,66.5452824,133.847416,66.3965195,4.38187278,42.332968,7.48723779,8.84950618,160216.011,73.9778444,1546.29199,74.1326926,5976.9766
15526.5306,160.818713,6.25,386.430998,7.5134043,9.6795455,7.5134043,66.5550847,133.867333,66.4063998,4.38072978,48.918458,7.45859126,8.81564755,160831.359,74.0212983,1546.63576,74.0952065,5999.93263
15526.5306,160.818713,7.5,387.909231,7.1258881,9.6736749,7.1258881,66.5616218,133.880669,66.4130153,4.37957346,55.497613,7.43016829,8.78205316,161446.595,74.0649706,1546.90428,74.0575025,6022.88444
15526.5306,167.397661,2.5,381.534646,11.2323341,10.1406655,11.2323341,66.4963176,133.734826,66.3406679,4.36670593,28.881141,7.55430959,8.92878139,158793.515,73.8373841,1544.68292,74.2346831,5923.90933
15526.5306,167.397661,3.75,383.022499,9.3040759,10.1315633,9.3040759,66.528948,133.800759,66.3733749,4.36568748,35.48236,7.52496485,8.89409751,159412.754,73.8780242,1545.55018,74.1997041,5947.01051
15526.5306,167.397661,5,384.506795,8.3375727,10.1244806,8.3375727,66.5452783,133.833836,66.3897831,4.36460783,42.07711,7.49591655,8.859764,160030.513,73.9195617,1546.04054,74.1639187,5970.05646
15526.5306,167.397661,6.25,385.988875,7.7562345,10.1181628,7.7562345,66.5550812,133.853756,66.3996646,4.36350478,48.665685,7.46713454,8.82574523,160647.35,73.9614225,1546.37999,74.1278258,5993.068
15526.5306,167.397661,7.5,387.469094,7.3676211,10.112228,7.3676211,66.5616185,133.867093,66.4062808,4.36238827,55.248141,7.4385807,8.79199616,161264.013,74.0035144,1546.64421,74.0915063,6016.07307
15526.5306,173.976608,2.5,381.113815,11.4837129,10.579664,11.4837129,66.4963147,133.721247,66.333932,4.35035973,28.641552,7.56265115,8.93864065,158618.367,73.7872599,1544.44868,74.2603291,5917.37529
15526.5306,173.976608,3.75,382.603331,9.5504334,10.5703914,9.5504334,66.5289461,133.787183,66.3666401,4.3493772,35.245128,7.53320895,8.90384159,159238.298,73.8264156,1545.31195,74.2266421,5940.50229
15526.5306,173.976608,5,384.089379,8.5814123,10.5632089,8.5814123,66.5452765,133.820261,66.383049,4.34833495,41.842468,7.50406286,8.8693925,159856.786,73.8664534,1545.79826,74.1921643,5963.57544
15526.5306,173.976608,6.25,385.573279,7.9985585,10.5568221,7.9985585,66.5550794,133.840181,66.3929308,4.34727,48.433854,7.47518308,8.83525818,160474.38,73.906804,1546.13361,74.1573902,5986.61525
15526.5306,173.976608,7.5,387.055413,7.6089322,10.5508353,7.6089322,66.5616165,133.853519,66.3995471,4.34619294,55.019357,7.44653471,8.80139737,161091.758,73.9473426,1546.39361,74.1224284,6009.647
15526.5306,180.555556,2.5,380.717545,11.7339582,11.018701,11.7339582,66.4963146,133.707673,66.3271987,4.33492751,28.421149,7.57052273,8.94794443,158453.44,73.741436,1544.22177,74.2835871,5911.2226
15526.5306,180.555556,3.75,382.208586,9.7960393,11.0092623,9.7960393,66.5289462,133.77361,66.3599074,4.33397817,35.026856,7.54098926,8.91303748,159074.006,73.7792238,1545.08135,74.2510896,5934.37327
15526.5306,180.555556,5,383.696278,8.8246943,11.0019853,8.8246943,66.5452765,133.806689,66.3763164,4.33297158,41.62656,7.51175085,8.87847928,159693.179,73.8178394,1545.56382,74.2178501,5957.47196
15526.5306,180.555556,6.25,385.181868,8.2404398,10.9955307,8.2404398,66.5550791,133.826609,66.3861983,4.33194241,48.220508,7.48277913,8.84423629,160311.477,73.8567783,1545.89536,74.1843072,5980.53801
15526.5306,180.555556,7.5,386.665803,7.8498686,10.9894919,7.8498686,66.5616158,133.839947,66.3928144,4.33090304,54.808806,7.45406197,8.81029418,160929.085,73.8958415,1546.15136,74.1506333,6003.57834
16481.6327,55.5555556,2.5,400.424081,6.2740901,2.6397492,6.2740901,70.5946096,142.228551,70.5540763,5.02490841,48.563662,7.19794577,8.50757881,166655.239,77.7742229,1650.45424,71.9217074,6599.6426
16481.6327,55.5555556,3.75,401.892844,4.6504565,2.6341916,4.6504565,70.6266902,142.293353,70.5862221,5.02201683,55.343293,7.17164006,8.4764869,167266.533,77.9000656,1651.59126,71.8093786,6623.85022
16481.6327,55.5555556,5,403.352468,3.8365048,2.6292275,3.8365048,70.6427563,142.325874,70.6023543,5.0189861,62.101095,7.14568782,8.44581277,167874.024,78.0285565,1652.36407,71.6944345,6647.90721
16481.6327,55.5555556,6.25,404.806162,3.3468952,2.6245061,3.3468952,70.6524088,142.345466,70.6120733,5.01590629,68.839442,7.12002703,8.41548312,168479.047,78.1578859,1652.99158,71.5785103,6671.86646
16481.6327,55.5555556,7.5,406.255006,3.019591,2.6199141,3.019591,70.6588522,142.35859,70.6185833,5.01280709,75.559207,7.09463458,8.38547063,169082.052,78.2874489,1653.54687,71.4621537,6695.74578
16481.6327,62.1345029,2.5,398.29068,6.6488502,3.0713126,6.6488502,70.5942536,142.21446,70.5470861,4.95761278,45.423422,7.23650078,8.55314873,165767.324,77.081551,1648.84953,72.3455241,6564.48068
16481.6327,62.1345029,3.75,399.776475,4.9782208,3.0658268,4.9782208,70.6264448,142.279491,70.5793454,4.95494965,52.244168,7.20960586,8.5213604,166385.707,77.1958502,1649.94694,72.2441228,6588.96901
16481.6327,62.1345029,5,401.253942,4.1405954,3.0605816,4.1405954,70.6425653,142.312128,70.5955352,4.95215883,59.04527,7.18305919,8.48998369,167000.625,77.3125272,1650.67778,72.1404022,6613.32008
16481.6327,62.1345029,6.25,402.725952,3.6367339,3.0556077,3.6367339,70.6522493,142.33179,70.6052889,4.94932209,65.828605,7.15680429,8.45895183,167613.27,77.4299688,1651.26225,72.0358079,6637.58119
16481.6327,62.1345029,7.5,404.193479,3.2998888,3.0507772,3.2998888,70.6587128,142.34496,70.6118221,4.9464667,72.594881,7.1308197,8.42823946,168224.05,77.5476393,1651.77387,71.9308215,6661.76844
16481.6327,68.7134503,2.5,396.461044,6.9978642,3.5052378,6.9978642,70.5939773,142.200474,70.5401484,4.89783048,42.982477,7.26989666,8.59262084,165005.835,76.5423749,1647.5891,72.671899,6534.32528
16481.6327,68.7134503,3.75,397.960639,5.2888994,3.4992845,5.2888994,70.6262556,142.265686,70.5724973,4.89536449,49.835108,7.24250224,8.56024213,165629.962,76.647035,1648.65473,72.5795031,6559.04106
16481.6327,68.7134503,5,399.452546,4.4320978,3.4937943,4.4320978,70.6424179,142.298412,70.5887316,4.89277952,56.669845,7.21545236,8.52827065,166250.889,76.7538474,1649.35191,72.4850275,6583.63013
16481.6327,68.7134503,6.25,400.939397,3.9166915,3.4886039,3.9166915,70.652126,142.318128,70.598512,4.89015136,63.488242,7.18869446,8.49664427,166869.712,76.8613638,1649.9019,72.3897636,6608.13585
16481.6327,68.7134503,7.5,402.422083,3.5721172,3.4835708,3.5721172,70.6586049,142.331335,70.6050633,4.88750528,70.290888,7.1622084,8.46533919,167486.801,76.9691023,1650.37856,72.2941425,6632.57294
16481.6327,75.2923977,2.5,394.867915,7.3274016,3.9403707,7.3274016,70.5937601,142.18657,70.533251,4.84432688,41.034723,7.29922768,8.6272885,164342.78,76.1123927,1646.56819,72.929497,6508.06793
16481.6327,75.2923977,3.75,396.378882,5.5868019,3.9340204,5.5868019,70.6261066,142.251923,70.5656703,4.84203165,47.912617,7.27140356,8.59440192,164971.64,76.2088877,1647.60768,72.844646,6532.97113
16481.6327,75.2923977,5,397.882701,4.7141718,3.9283128,4.7141718,70.6423017,142.28472,70.5819395,4.83962492,54.77408,7.24392092,8.56191893,165597.524,76.3073494,1648.27724,72.7579107,6557.75651
16481.6327,75.2923977,6.25,399.381806,4.1892359,3.9229335,4.1892359,70.6520287,142.304479,70.591741,4.8371774,61.620426,7.2167304,8.52978122,166221.447,76.4064627,1648.79897,72.6704586,6582.46421
16481.6327,75.2923977,7.5,400.877023,3.8382811,3.9177253,3.8382811,70.6585195,142.317714,70.5983064,4.83471264,68.452149,7.18981297,8.49796629,166843.752,76.5057912,1649.24699,72.5826782,6607.10783
16481.6327,81.871345,2.5,393.463881,7.6420338,4.3763735,7.6420338,70.5935866,142.172727,70.5263838,4.79612751,39.447054,7.3252742,8.65807407,163758.426,75.7626091,1645.71987,73.136964,6484.92715
16481.6327,81.871345,3.75,394.984369,5.8749124,4.3696773,5.8749124,70.6259873,142.238193,70.5588593,4.79398147,46.345348,7.29707564,8.6247449,164391.248,75.8521046,1646.73747,73.0585231,6509.98728
16481.6327,81.871345,5,396.49817,4.989009,4.3637741,4.989009,70.6422084,142.271046,70.5751564,4.79173043,53.228455,7.26921594,8.59181626,165021.287,75.9434098,1647.38395,72.978361,6534.93719
16481.6327,81.871345,6.25,398.007556,4.4560816,4.3582275,4.4560816,70.6519503,142.290839,70.5849747,4.78944072,60.097498,7.2416485,8.55923305,165649.489,76.0353225,1647.88207,72.8975413,6559.81433
16481.6327,81.871345,7.5,399.513295,4.0997759,4.3528659,4.0997759,70.6584505,142.304097,70.5915514,4.78713442,66.952904,7.2143552,8.52697386,166276.173,76.1274431,1648.30619,72.8164184,6584.63137
16481.6327,88.4502924,2.5,392.214255,7.9450169,4.8130175,7.9450169,70.5934462,142.158931,70.5195401,4.75245397,38.129853,7.34861311,8.68565938,163238.335,75.4732997,1644.99955,73.3069076,6464.33128
16481.6327,88.4502924,3.75,393.742824,6.1553594,4.8060136,6.1553594,70.6258905,142.224488,70.5520608,4.75043929,45.044888,7.32008469,8.65194034,163874.521,75.5567311,1645.99853,73.2339795,6489.52459
16481.6327,88.4502924,5,395.265105,5.2581753,4.7999321,5.2581753,70.6421325,142.257387,70.5683804,4.74832533,51.945804,7.29189291,8.61861921,164508.089,75.6418387,1646.62542,73.1594669,6514.61426
16481.6327,88.4502924,6.25,396.783232,4.7184558,4.7942355,4.7184558,70.6518864,142.277206,70.5782122,4.74617459,58.833575,7.2639935,8.58564362,165139.929,75.7275149,1647.10353,73.0843474,6539.63547
16481.6327,88.4502924,7.5,398.297927,4.3576021,4.7887375,4.3576021,70.658394,142.290483,70.584798,4.74400789,65.708573,7.23636912,8.55299312,165770.34,75.8133922,1647.50738,73.0089459,6564.60011
16481.6327,95.0292398,2.5,391.092891,8.23873,5.2501439,8.23873,70.5933314,142.145172,70.5127148,4.71267669,37.020668,7.36968348,8.71056341,162771.627,75.2306092,1644.37648,73.4481331,6445.84936
16481.6327,95.0292398,3.75,392.628399,6.4297009,5.2428614,6.4297009,70.6258112,142.210803,70.5452723,4.71077849,43.949631,7.3408618,8.67649776,163410.701,75.3087382,1645.35941,73.3799946,6471.15705
16481.6327,95.0292398,5,394.157968,5.5228182,5.2366156,5.5228182,70.6420701,142.243739,70.5616102,4.70878612,50.865402,7.31237486,8.64282775,164047.303,75.3884282,1645.96945,73.3103891,6496.36684
16481.6327,95.0292398,6.25,395.683614,4.9772592,5.2307828,4.9772592,70.6518335,142.263581,70.571453,4.70675867,57.768839,7.28418037,8.60950341,164682.272,75.4686529,1646.43036,73.24022,6521.51198
16481.6327,95.0292398,7.5,397.206018,4.6124951,5.2251625,4.6124951,70.6583471,142.276872,70.5780462,4.70471584,64.660266,7.25626171,8.57650507,165315.891,75.5490717,1646.81683,73.1697877,6546.60367
16481.6327,101.608187,2.5,390.079592,8.5249508,5.6876397,8.5249508,70.5932368,142.131443,70.5059044,4.67628058,36.074703,7.38882751,8.7331906,162349.895,75.0245393,1643.82879,73.5669564,6429.14854
16481.6327,101.608187,3.75,391.621119,6.6991022,5.6801011,6.6991022,70.6257455,142.197135,70.538492,4.67448636,43.015393,7.35974307,8.69881439,162991.474,75.0979941,1644.79775,73.5030179,6454.55542
16481.6327,101.608187,5,393.157016,5.7837974,5.6737025,5.7837974,70.6420182,142.230101,70.5548448,4.67260254,49.943705,7.33099169,8.66483183,163630.709,75.1729092,1645.39314,73.4377139,6479.86951
16481.6327,101.608187,6.25,394.689195,5.2331673,5.667745,5.2331673,70.6517894,142.249961,70.5646967,4.67068519,56.8604,7.30253287,8.63119505,164268.397,75.2483289,1645.83912,73.3718838,6505.12232
16481.6327,101.608187,7.5,396.218301,4.8650073,5.6620139,4.8650073,70.6583077,142.263264,70.5712959,4.66875299,63.765764,7.27435056,8.5978851,164904.806,75.3239363,1646.21048,73.3058068,6530.32448
16481.6327,108.187135,2.5,389.158327,8.8050135,6.1254157,8.8050135,70.5931608,142.117743,70.4991085,4.64283656,35.25899,7.40631937,8.75386503,161966.466,74.8478314,1643.34099,73.6679073,6413.96451
16481.6327,108.187135,3.75,390.705138,6.964436,6.1176375,6.964436,70.6256925,142.183484,70.5317201,4.64113624,42.209657,7.37699772,8.71920844,162610.24,74.9171145,1644.29758,73.6076995,6439.45835
16481.6327,108.187135,5,392.246555,6.0417549,6.1110969,6.0417549,70.641976,142.216474,70.548085,4.63934931,49.148649,7.34800837,8.68494462,163251.77,74.9878133,1644.88018,73.5461766,6464.86329
16481.6327,108.187135,6.25,393.784486,5.4866885,6.1050316,5.4866885,70.6517533,142.236348,70.557944,4.63753166,56.076688,7.31931075,8.6510256,163891.849,75.0589364,1645.31296,73.4842073,6490.21078
16481.6327,108.187135,7.5,395.319452,5.1155499,6.0991912,5.1155499,70.6582754,142.249661,70.564548,4.63569838,62.993979,7.29089114,8.61743516,164530.693,75.1302903,1645.67113,73.4219621,6515.50938
16481.6327,114.766082,2.5,388.316593,9.0800108,6.5634242,9.0800108,70.593095,142.104057,70.4923196,4.61199713,34.548906,7.42237367,8.77284034,161616.139,74.6946143,1642.90022,73.7547294,6400.09136
16481.6327,114.766082,3.75,389.867984,7.2264247,6.5554244,7.2264247,70.6256465,142.16984,70.524952,4.61037911,41.508118,7.39283814,8.73793095,162261.82,74.7602636,1643.84614,73.6977609,6425.66071
16481.6327,114.766082,5,391.414347,6.2972317,6.5487485,6.2972317,70.6419393,142.20285,70.5413271,4.60868173,48.456345,7.36363133,8.7034101,162905.409,74.8271156,1644.41719,73.6396718,6451.14719
16481.6327,114.766082,6.25,392.957277,5.7382365,6.5425676,5.7382365,70.6517218,142.222738,70.5511924,4.60695171,55.394134,7.33471846,8.66923667,163547.569,74.8944914,1644.83857,73.581058,6476.57709
16481.6327,114.766082,7.5,394.497568,5.364483,6.5366435,5.364483,70.6582463,142.236057,70.5577997,4.60521185,62.321839,7.30608007,8.63538765,164188.643,74.9618885,1645.18463,73.5223586,6501.96399
16481.6327,121.345029,2.5,387.543791,9.3507408,7.0016192,9.3507408,70.5930403,142.090389,70.4855394,4.58345687,33.925472,7.43717462,8.79033425,161294.501,74.5608609,1642.49827,73.8298664,6387.35434
16481.6327,121.345029,3.75,389.099346,7.4855972,6.9934068,7.4855972,70.625608,142.156206,70.5181888,4.58191634,40.892119,7.40744214,8.75519208,161941.916,74.6231351,1643.43434,73.7758937,6412.99232
16481.6327,121.345029,5,390.650018,6.5506107,6.9866013,6.5506107,70.6419084,142.189234,70.5345724,4.58029766,47.848323,7.37803864,8.72043876,162587.299,74.686627,1643.99538,73.7207957,6438.54984
16481.6327,121.345029,6.25,392.197557,5.9881363,6.9803217,5.9881363,70.6516945,142.20913,70.544442,4.57865182,54.794687,7.34892599,8.68602919,163231.386,74.750457,1644.40608,73.6653414,6464.05606
16481.6327,121.345029,7.5,393.742275,5.6120333,6.9743071,5.6120333,70.6582228,142.222459,70.5510543,4.57698793,61.731276,7.32009537,8.65195297,163874.282,74.8146341,1644.74236,73.6095246,6489.51512
16481.6327,127.923977,2.5,386.8314,9.6178631,7.4399623,9.6178631,70.5929947,142.076736,70.4787664,4.55696308,33.37401,7.45087097,8.80652259,160998.006,74.443201,1642.12807,73.895414,6375.61296
16481.6327,127.923977,3.75,388.390672,7.7423824,7.4315473,7.7423824,70.6255758,142.142581,70.51143,4.55549304,40.347142,7.42095805,8.77116715,161646.968,74.5024293,1643.0553,73.844137,6401.31223
16481.6327,127.923977,5,389.945279,6.802221,7.4246194,6.802221,70.6418818,142.175622,70.5278199,4.55394846,47.310361,7.39137251,8.73619866,162293.995,74.5627947,1643.60708,73.7918117,6426.93485
16481.6327,127.923977,6.25,391.496713,6.2366159,7.4182429,6.2366159,70.6516725,142.195529,70.5376951,4.55237274,54.264112,7.36208209,8.70157898,162939.69,74.6236727,1644.00897,73.7389847,6452.50474
16481.6327,127.923977,7.5,393.045652,5.8584295,7.4121476,5.8584295,70.6582023,142.208863,70.5443095,4.55078543,61.208657,7.33306922,8.66728735,163584.351,74.6846615,1644.33564,73.686006,6478.03371
16481.6327,134.502924,2.5,386.172278,9.8819083,7.8784302,9.8819083,70.5929569,142.063095,70.4719998,4.53229865,32.882938,7.46358819,8.82155365,160723.682,74.3390151,1641.78421,73.9529831,6364.74955
16481.6327,134.502924,3.75,387.734857,7.9971266,7.8698158,7.9971266,70.6255489,142.128964,70.504675,4.53089209,39.861751,7.43350983,8.78600267,161374.021,74.3955155,1642.70356,73.9041147,6390.50336
16481.6327,134.502924,5,389.29292,7.0523014,7.8627683,7.0523014,70.6418606,142.162017,70.5210714,4.52941285,46.831098,7.40375883,8.75083862,162022.481,74.4531356,1643.24727,73.8542191,6416.18273
16481.6327,134.502924,6.25,390.848033,6.4838968,7.8563034,6.4838968,70.6516534,142.18193,70.5309494,4.52790635,53.791455,7.3743007,8.71602071,162669.712,74.511142,1643.64062,73.8039365,6441.81347
16481.6327,134.502924,7.5,392.400713,6.1038331,7.8501344,6.1038331,70.6581848,142.195269,70.537566,4.52638745,60.742998,7.3451216,8.6815326,163315.931,74.5693005,1643.95883,73.7534714,6467.40411
16481.6327,141.081871,2.5,385.560423,10.1433017,8.3169905,10.1433017,70.5929256,142.049465,70.4652386,4.509277,32.44301,7.4754323,8.83555274,160469.03,74.2462006,1641.4624,74.0038627,6354.66521
16481.6327,141.081871,3.75,387.125978,8.2501208,8.3081972,8.2501208,70.6255265,142.115354,70.4979234,4.50792835,39.426834,7.44520138,8.79982144,161120.608,74.3002276,1642.37461,73.9571734,6380.46806
16481.6327,141.081871,5,388.687224,7.301083,8.3010316,7.301083,70.6418423,142.148416,70.5143245,4.50651087,46.401638,7.41529618,8.76447512,161770.392,74.3552785,1642.9108,73.9095449,6406.19989
16481.6327,141.081871,6.25,390.245634,6.7301434,8.2944819,6.7301434,70.6516373,142.168335,70.5242052,4.50506706,53.367843,7.38568394,8.72947508,162418.996,74.4107003,1643.29653,73.8615473,6431.88497
16481.6327,141.081871,7.5,391.801676,6.3483804,8.2882406,6.3483804,70.6581699,142.181677,70.5308238,4.50361037,60.325593,7.3563517,8.69480598,163066.615,74.4663019,1643.60714,73.8133477,6457.53106
16481.6327,147.660819,2.5,384.990723,10.4024077,8.7556427,10.4024077,70.5929,142.035845,70.4584821,4.48773609,32.046749,7.48649428,8.84862739,160231.923,74.16308,1641.15922,74.0490709,6345.27562
16481.6327,147.660819,3.75,386.559019,8.5015948,8.7466623,8.5015948,70.6255081,142.101749,70.4911747,4.48644202,39.035043,7.4561211,8.81272796,160884.642,74.2147958,1642.06479,74.0044126,6371.12366
16481.6327,147.660819,5,388.123127,7.548735,8.7393926,7.548735,70.6418272,142.13482,70.5075797,4.48508058,46.014692,7.42607353,8.77721336,161535.617,74.2675276,1642.59422,73.9588268,6396.90267
16481.6327,147.660819,6.25,389.684493,6.9754915,8.7327605,6.9754915,70.6516239,142.154743,70.5174628,4.48369343,52.986092,7.39631919,8.74204537,162185.452,74.3206252,1642.97312,73.9128802,6422.63649
16481.6327,147.660819,7.5,391.24361,6.5921884,8.7264547,6.5921884,70.6581574,142.168088,70.5240829,4.48229461,59.9494,7.36684469,8.70720812,162834.351,74.3738664,1643.27676,73.8667668,6448.33325
16481.6327,154.239766,2.5,384.458822,10.6595183,9.194368,10.6595183,70.5928792,142.022233,70.4517299,4.46753551,31.688062,7.49685187,8.8608695,160010.547,74.0882603,1640.87188,74.0894553,6336.50903
16481.6327,154.239766,3.75,386.029498,8.7517493,9.1852096,8.7517493,70.6254947,142.088154,70.4844306,4.46628832,38.680296,7.46630282,8.8247622,160665.245,74.1379864,1641.77177,74.046544,6362.43542
16481.6327,154.239766,5,387.596324,7.7953933,9.17782,7.7953933,70.6418148,142.121227,70.5008369,4.46498193,45.664326,7.43616669,8.78914293,161316.364,74.1884652,1642.29463,74.0029369,6388.22011
16481.6327,154.239766,6.25,389.160327,7.220068,9.1711233,7.220068,70.6516134,142.141155,70.5107226,4.46364544,52.640349,7.40623543,8.75376582,161968.301,74.2394927,1642.66748,73.9588146,6414.0372
16481.6327,154.239766,7.5,390.722322,6.8353459,9.1647498,6.8353459,70.6581471,142.154502,70.5173432,4.46230218,59.608688,7.37667326,8.71882494,162617.393,74.290488,1642.96451,73.9146806,6439.74159
16481.6327,160.818713,2.5,383.960924,10.91488,9.6331603,10.91488,70.5928629,142.00863,70.4449816,4.44855105,31.361912,7.50657334,8.87235975,159803.324,74.0206455,1640.59821,74.1256664,6328.30286
16481.6327,160.818713,3.75,385.533974,9.0007415,9.6238273,9.0007415,70.6254814,142.074557,70.4776855,4.44735324,38.357761,7.47594517,8.83615892,160458.022,74.0683145,1641.49218,74.0845554,6354.22926
16481.6327,160.818713,5,387.103087,8.041203,9.616349,8.041203,70.6418049,142.107638,70.494096,4.44609186,45.345641,7.44564166,8.80034182,161111.08,74.1169427,1642.00971,74.0425739,6380.09077
16481.6327,160.818713,6.25,388.669691,7.4639385,9.6095629,7.4639385,70.6516039,142.127568,70.5039824,4.44480772,52.32593,7.41563067,8.76487048,161763.095,74.1658604,1642.37641,74.0003042,6405.91093
16481.6327,160.818713,7.5,390.234156,7.0779378,9.6031255,7.0779378,70.6581386,142.140918,70.5106048,4.44351122,59.298714,7.38590111,8.72973176,162414.22,74.2149637,1642.6679,73.9578376,6431.69585
16481.6327,167.397661,2.5,383.493813,11.1687022,10.0720062,11.1687022,70.5928503,141.995033,70.4382367,4.43067586,31.06414,7.51571666,8.88316666,159608.914,73.9592408,1640.3362,74.1583152,6320.6041
